rank,name,version,status,category,artifact_verified,compilation_completed,evidence_scope,sources_checked,source_files_total,remaining,wheel_filename,wheel_sha256,requires_python,evidence
633,stripe,15.6.1,incompatible,syntax,True,False,verified_artifact,2,1210,1208,stripe-15.6.1-py3-none-any.whl,b33e1ea76462d7289e5fe755a1132b82099151bfb31e961021655471e6d216bf,>=3.9,"Verified wheel source fails compilation at stripe/_account.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/stripe/_account.py"", line 78
    class Account(
SyntaxError: expected ')', got '@eol'
error: Python syntax check failed for '<staging>/wheel/stripe/_account.py' (no source was executed)"
634,send2trash,2.1.0,incompatible,syntax,True,False,verified_artifact,4,13,9,send2trash-2.1.0-py3-none-any.whl,0da2f112e6d6bb22de6aa6daa7e144831a4febf2a87261451c4ad849fe9a873c,>=3.8,"Verified wheel source fails compilation at send2trash/mac/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/send2trash/mac/__init__.py"", line 11
    macos_ver = tuple(int(part) for part in mac_ver()[0].split("".""))
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/send2trash/mac/__init__.py' (no source was executed)"
635,statsmodels,0.15.0,incompatible,native_only,False,False,metadata,0,,,statsmodels-0.15.0-cp310-cp310-macosx_10_9_x86_64.whl,7b5561f454d6b629bb45cb505df6fdb498f960d0de111bd81f215fa47b15a72d,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
636,widgetsnbextension,4.0.16,unverified,unverified,True,True,verified_artifact,2,2,0,widgetsnbextension-4.0.16-py3-none-any.whl,a31a8774885b96fe825462f5d6496166f0c7cae111195b6465c801d230eb5a4e,>=3.7,"All 2 Python source files compile. Imports, runtime APIs, dependency closure, assets, and behavior were not exercised; this is not a tested compatibility result."
637,nvidia-cublas,13.6.1.10,incompatible,native_only,False,False,metadata,0,,,nvidia_cublas-13.6.1.10-py3-none-manylinux_2_27_aarch64.whl,e05a431062a17cb9b02e2f37e67817b637051ce8fad57b388482c594396ddbb4,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
638,graphene,3.4.3,incompatible,syntax,True,False,verified_artifact,3,120,117,graphene-3.4.3-py2.py3-none-any.whl,820db6289754c181007a150db1f7fff544b94142b556d12e3ebc777a7bf36c71,,"Verified wheel source fails compilation at graphene/pyutils/version.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/graphene/pyutils/version.py"", line 32
    return ""."".join(str(x) for x in version[:parts])
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/graphene/pyutils/version.py' (no source was executed)"
639,mlflow,3.16.0,incompatible,syntax,True,False,verified_artifact,4,1185,1181,mlflow-3.16.0-py3-none-any.whl,c4ac5e8634aacad1a3d7d5a1a31be9279593ebd48b84272843682db11970cf71,>=3.10,"Verified wheel source fails compilation at mlflow/ag2/ag2_logger.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/mlflow/ag2/ag2_logger.py"", line 114
    def _get_patch_function(self, span_type: str = SpanType.UNKNOWN, root_only: bool = False):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/mlflow/ag2/ag2_logger.py' (no source was executed)"
640,zeep,4.3.3,incompatible,syntax,True,False,verified_artifact,3,59,56,zeep-4.3.3-py3-none-any.whl,5adfae35582848819f8bb97b6ea9f1a34a2d4851a539f830e14dbab09961dd18,>=3.10,"Verified wheel source fails compilation at zeep/cache.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/zeep/cache.py"", line 88
    else:
SyntaxError: expected an expression, got else
error: Python syntax check failed for '<staging>/wheel/zeep/cache.py' (no source was executed)"
641,pyright,1.1.411,incompatible,syntax,True,False,verified_artifact,3,11,8,pyright-1.1.411-py3-none-any.whl,dc7c72a8e2700c55baa127554040e067041ea53ccfd50bf96308cc4291c7d5d9,>=3.7,"Verified wheel source fails compilation at pyright/_mureq.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pyright/_mureq.py"", line 30
    def request(method, url, *, read_limit=None, **kwargs):
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/pyright/_mureq.py' (no source was executed)"
642,coloredlogs,15.0.1,incompatible,syntax,True,False,verified_artifact,1,7,6,coloredlogs-15.0.1-py2.py3-none-any.whl,612ee75c546f53e92e70049c9dbfcc18c935a2b9a53b66085ce9ef6a6e5c0934,">=2.7, !=3.0.*, !=3.1.*, !=3.2.*, !=3.3.*, !=3.4.*","Verified wheel source fails compilation at coloredlogs/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/coloredlogs/__init__.py"", line 410
    if stream in [sys.stdout, sys.stderr, None]
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/coloredlogs/__init__.py' (no source was executed)"
643,nvidia-cudnn-cu13,9.25.1.1,incompatible,native_only,False,False,metadata,0,,,nvidia_cudnn_cu13-9.25.1.1-py3-none-manylinux_2_27_aarch64.whl,6ed974d46b1b5fd123c0d9ff031c857142aa94257c6df41c40f6b5fd11a01d50,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
644,nvidia-cuda-nvrtc,13.3.33,incompatible,native_only,False,False,metadata,0,,,nvidia_cuda_nvrtc-13.3.33-py3-none-manylinux2010_x86_64.manylinux_2_12_x86_64.whl,82530788b8c6164a54d3fd9ae8bcca8893d397c4aeb998861982a03bbe41e204,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
645,jupyterlab-widgets,3.0.17,unverified,unverified,True,True,verified_artifact,2,2,0,jupyterlab_widgets-3.0.17-py3-none-any.whl,40ac1e9955acf116c4d995d9bfa082d86ad9ec6d91c4f134827cf5e0a5eb75e0,>=3.7,"All 2 Python source files compile. Imports, runtime APIs, dependency closure, assets, and behavior were not exercised; this is not a tested compatibility result."
646,bytecode,0.19.0,incompatible,syntax,True,False,verified_artifact,1,8,7,bytecode-0.19.0-py3-none-any.whl,7b32811d4a574f5ebcdc84ae8d37af928d980f31d6aa5aea2cab9f6d364489d1,>=3.11,"Verified wheel source fails compilation at bytecode/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/bytecode/__init__.py"", line 57
    *,
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/bytecode/__init__.py' (no source was executed)"
647,boolean-py,5.0,incompatible,syntax,True,False,verified_artifact,2,3,1,boolean_py-5.0-py3-none-any.whl,ef28a70bd43115208441b53a045d1549e2f0ec6e3d08a9d142cbc41c1938e8d9,,"Verified wheel source fails compilation at boolean/boolean.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/boolean/boolean.py"", line 565
    args = (self._recurse_distributive(arg, operation_inst) for arg in expr.args)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/boolean/boolean.py' (no source was executed)"
648,license-expression,30.4.4,incompatible,syntax,True,False,verified_artifact,1,2,1,license_expression-30.4.4-py3-none-any.whl,421788fdcadb41f049d2dc934ce666626265aeccefddd25e162a26f23bcbf8a4,>=3.9,"Verified wheel source fails compilation at license_expression/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/license_expression/__init__.py"", line 93
    class ExpressionParseError(ParseError, ExpressionError):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/license_expression/__init__.py' (no source was executed)"
649,msgspec,0.21.1,incompatible,native_only,False,False,metadata,0,,,msgspec-0.21.1-cp310-cp310-macosx_10_9_x86_64.whl,72d9cd03241b8b2edb2e12dcc66c500fa480d8cbd71a8bac105809d468882064,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
650,ipywidgets,8.1.9,incompatible,syntax,True,False,verified_artifact,4,61,57,ipywidgets-8.1.9-py3-none-any.whl,f2b8cbcaae10252b809fbe4d7470db75c09b769a32cbf816d20e5ca6d3c5a79d,>=3.7,"Verified wheel source fails compilation at ipywidgets/embed.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/ipywidgets/embed.py"", line 268
    for view_spec in data['view_specs']
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/ipywidgets/embed.py' (no source was executed)"
651,nvidia-cusparselt-cu13,0.9.1,incompatible,native_only,False,False,metadata,0,,,nvidia_cusparselt_cu13-0.9.1-py3-none-manylinux2014_aarch64.whl,49e54b7cecb049b039381d4cb8389afd2f18d83cdca285ba8231ee0ff4341dc1,,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
652,pyodbc,5.3.0,incompatible,native_only,False,False,metadata,0,,,pyodbc-5.3.0-cp310-cp310-macosx_10_9_x86_64.whl,6682cdec78f1302d0c559422c8e00991668e039ed63dece8bf99ef62173376a5,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
653,nvidia-nvshmem-cu13,3.7.2,incompatible,native_only,False,False,metadata,0,,,nvidia_nvshmem_cu13-3.7.2-py3-none-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,0e748308b9e0a8a8d81859353f3e6c98fbe85a85f652a915a2ba60149a0bd124,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
654,nvidia-nvjitlink,13.3.33,incompatible,native_only,False,False,metadata,0,,,nvidia_nvjitlink-13.3.33-py3-none-manylinux2010_x86_64.manylinux_2_12_x86_64.whl,26a6de7fb4c8fdaa7703d3dad720d6d427ddfea5c48a528fd97c11733ad830e5,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
655,phonenumbers,9.0.38,incompatible,syntax,True,False,verified_artifact,2,594,592,phonenumbers-9.0.38-py2.py3-none-any.whl,f3cbeb1a42bf226060c60fc6277f5431755d325eddc23fbf2c72ef7e156113c6,>=2.5,"Verified wheel source fails compilation at phonenumbers/asyoutypeformatter.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/phonenumbers/asyoutypeformatter.py"", line 69
    _DIGIT_PLACEHOLDER = u(""\u2008"")
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/phonenumbers/asyoutypeformatter.py' (no source was executed)"
656,nvidia-cuda-runtime,13.3.29,incompatible,native_only,False,False,metadata,0,,,nvidia_cuda_runtime-13.3.29-py3-none-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,73291e19c9dd919c140c91bda2f80b0eca487da5ee30a086ef7bc4918ecb90ea,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
657,nvidia-cusparse,12.8.2.51,incompatible,native_only,False,False,metadata,0,,,nvidia_cusparse-12.8.2.51-py3-none-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,00469fcf62c4d464a1225abd9b20864ecff35e3fbc9fb992572e83d358927755,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
658,pycountry,26.2.16,incompatible,syntax,True,False,verified_artifact,1,3,2,pycountry-26.2.16-py3-none-any.whl,115c4baf7cceaa30f59a4694d79483c9167dbce7a9de4d3d571c5f3ea77c305a,>=3.10,"Verified wheel source fails compilation at pycountry/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pycountry/__init__.py"", line 215
    def match(self, query):
SyntaxError: expected '@id', got 'match'
error: Python syntax check failed for '<staging>/wheel/pycountry/__init__.py' (no source was executed)"
659,cyclonedx-python-lib,11.12.0,incompatible,syntax,True,False,verified_artifact,10,58,48,cyclonedx_python_lib-11.12.0-py3-none-any.whl,0e807521a921a5c3cb8ce1153f8a61d29eedfe76a46aac2796b7c6b573391a54,">=3.9,<4.0","Verified wheel source fails compilation at cyclonedx/contrib/bom/utils.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/cyclonedx/contrib/bom/utils.py"", line 52
    self._bomrefs = tuple((bomref, bomref.value) for bomref in bomrefs)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/cyclonedx/contrib/bom/utils.py' (no source was executed)"
660,mistralai,2.9.4,incompatible,syntax,True,False,verified_artifact,7,1194,1187,mistralai-2.9.4-py3-none-any.whl,184f8ba3cffee6ffc379481340a67c1d5f6db145cf690b2ffd06d6a4cec92d2d,>=3.10,"Verified wheel source fails compilation at mistralai/azure/client/basesdk.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/mistralai/azure/client/basesdk.py"", line 214
    and serialized_request_body.media_type
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/mistralai/azure/client/basesdk.py' (no source was executed)"
661,aioboto3,15.5.0,incompatible,syntax,True,False,verified_artifact,4,16,12,aioboto3-15.5.0-py3-none-any.whl,cc880c4d6a8481dd7e05da89f41c384dbd841454fc1998ae25ca9c39201437a6,>=3.9,"Verified wheel source fails compilation at aioboto3/dynamodb/table.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/aioboto3/dynamodb/table.py"", line 71
    async def put_item(self, Item):
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/aioboto3/dynamodb/table.py' (no source was executed)"
